Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
800250;771;41304;73000;383500;6953;28563;1202;832;952
87250;502;19558;1650500;369000;4399;6644;2809;356;854
2215000;809;66665;2184000;399000;21562;44403;1447;691;974
362250;834;23817;2395000;384500;50964;19720;1132;883;950
423250;790;28727;2773500;388000;58523;23499;1176;850;947
3135250;773;77015;1273500;391500;17376;56900;1281;780;978
936000;772;42086;181000;405500;76954;33511;1147;872;955
389750;796;28745;1696000;364500;139939;19500;1314;761;952
1252000;746;52773;2462000;373500;170181;33500;1459;686;932
2593250;847;62099;1466500;426500;76971;54828;1043;958;974
299000;692;27735;1832000;368500;123977;15663;1880;532;937
170250;681;21401;2034500;370000;142595;11307;1866;536;915
548250;742;35175;1095500;375000;174289;25179;1362;734;943
1109500;652;54701;1903000;367000;126451;25726;2013;497;929
421000;769;31241;2581000;388500;39806;21940;1364;733;950
1729750;738;62129;244000;368000;146821;44139;1243;805;969
2278500;803;61018;1658500;372500;123299;51645;1123;891;970
319250;713;29262;2684000;396500;73113;16060;1685;593;929
433500;614;38030;1622500;388500;24880;18755;2071;483;934
1476250;745;54037;528000;370000;92121;37747;1342;745;955
665250;784;38243;2521000;370500;131820;24449;1573;636;955
1652500;670;68250;747000;399000;10981;34100;1940;515;951
309500;635;31828;972000;371000;133727;13945;2131;469;938
445500;666;34224;2010000;390000;11802;20073;1510;662;923
788000;773;39122;2930000;402500;38774;30000;1266;790;965
1429000;775;54095;1056000;413500;44626;40173;1349;741;942
714000;756;37407;1027500;403500;37942;25544;1370;730;959
305750;528;35784;2302000;377500;164604;13983;2703;370;922
2897000;795;69327;2083000;386000;154359;55821;1173;852;966
3895250;735;91936;541000;461500;69298;59948;1439;695;939
366750;681;30647;1366500;386000;151763;18735;1449;690;939
410500;744;27681;1550000;377000;106798;22058;1117;895;940
2531000;721;74607;2277000;395000;172684;53587;1425;702;932
1743750;789;56527;1113500;415500;15388;43840;1271;787;958
4325250;737;92201;1541500;451500;36621;67835;1422;703;938
168750;698;20408;1606500;379000;120964;11840;1853;540;905
179750;570;25962;2765500;379000;105642;13313;1797;556;897
1376250;812;46543;109000;424500;50667;41527;1096;912;953
1597000;715;60243;195500;394000;161114;44470;1273;786;967
506750;759;37206;2054000;380000;138814;21029;1652;605;972
812000;733;40404;2551000;411000;49014;30219;1169;856;955
711750;777;38003;2701000;382000;90754;27931;1201;832;952
3643750;802;76526;53500;386000;128367;62566;1151;869;977
272000;720;25622;2514000;383500;107021;16204;1427;701;930
1056500;797;47424;139500;388500;137564;32613;1388;721;967
1316750;762;52655;1701500;385000;120217;35000;1488;672;976
173250;574;24382;1877500;397500;15461;9823;2453;408;910
1586000;792;51296;1966000;435500;83845;42903;1094;914;966
1197750;851;44727;2044500;384500;95774;38054;1120;892;970
776000;751;38994;951000;415500;49160;28658;1312;762;944
173750;634;22638;2394000;386000;120530;11630;2254;444;910
1247000;768;49785;1337500;428000;56470;31361;1436;696;965
129000;681;18608;1435000;397000;30700;10500;1545;647;937
2733000;801;80156;1724000;386500;146706;49838;1515;660;982
448250;755;29530;1098500;388500;118301;22415;1069;936;947
406000;731;28147;1849000;392500;167692;22138;1254;797;942
2858750;768;71918;2702000;421000;13263;56439;1206;829;948
86000;692;14577;2669000;392000;157834;10007;1225;816;884
348500;492;39630;2223000;415500;29476;10918;3925;255;911
933250;787;40404;2581000;389500;139014;34162;1160;862;959
1233500;761;47859;1619500;432500;57804;38520;1110;901;966
2035750;752;65774;1974000;433000;31636;47457;1357;737;949
2508500;784;74730;298500;396000;128480;50354;1483;674;975
3723500;805;76867;1271500;391000;95599;67621;1025;976;977
326000;715;27830;2381500;417500;72216;19713;1249;801;933
949000;810;41836;1519000;422000;24727;31757;1215;823;959
1504250;702;58534;1799500;414000;1958;35869;1595;627;952
3051500;723;75824;1877000;399000;117917;61336;1131;884;950
72000;699;12500;2661500;402000;16260;9292;1193;838;897
259500;651;29585;1003500;408000;30466;13237;2107;475;931
513500;735;33593;492500;394000;94268;24059;1400;714;944
303250;721;25986;981000;414500;30018;17613;1352;740;939
1398250;734;55814;194000;395500;108273;32173;1664;601;958
1431500;805;51935;2148500;395500;156150;39329;1226;816;967
3572500;834;79343;2258500;473000;77628;63159;1153;868;978
5799000;723;112492;2439500;465000;25540;79559;1235;810;932
1922750;762;60104;1411000;440500;45000;48128;1122;891;932
3941000;773;86610;2809500;445000;12672;66004;1375;727;964
327500;700;28178;2525000;398500;152526;16080;1814;551;938
1163250;728;48013;2652000;427000;8383;34413;1254;798;934
1400000;738;50912;736000;447000;45000;39650;1154;866;962
82000;701;14577;376000;402500;157834;9926;1310;763;885
1775250;807;55946;1364500;431500;24274;46542;1011;989;973
9776750;628;139783;1113000;505000;47464;90764;1571;636;913
658750;662;38484;266000;414500;155433;29656;1269;788;944
296000;569;29210;349500;408500;173118;12972;2346;426;921
113250;656;15207;1028000;419500;46332;13304;1050;953;887
1424000;795;52312;2347000;447000;54335;40178;1207;828;976
392750;695;30500;801500;435000;79611;18777;1515;660;938
371750;787;26201;2071000;405500;131906;21473;1185;844;947
1868750;753;61400;2760500;447500;30324;45096;1130;885;955
106000;557;21054;2401000;411000;4086;6871;3189;314;895
2018250;778;61988;989000;459500;56182;49127;1157;864;952
4404750;831;82257;352000;422000;147662;74595;1095;913;979
322250;757;27554;1506000;435500;78486;18114;1606;623;933
688500;759;35419;1040000;409500;108947;28500;1138;879;926
1449250;762;54518;1070000;436500;7907;38526;1304;767;951
751250;729;43863;2423000;410000;114228;23500;1505;665;969
826500;738;38513;762500;436500;1488;31081;1096;913;962
1640000;635;60467;1913500;466000;29745;42878;1101;909;919
1325250;851;49429;2388000;454000;51159;37500;1189;841;976
3794250;806;80324;2527500;462500;18886;68171;1117;895;959
168750;701;21054;134500;422500;4086;12358;1579;633;903
85500;636;16621;1792000;429000;68839;8560;1871;535;893
4022000;833;83006;216500;479500;31201;68398;1199;834;971
1710000;755;58860;1842500;470500;73720;43897;1166;857;967
303250;761;24439;1056500;414500;120763;18705;1085;922;940
2562250;809;73056;499000;487000;78152;47000;1458;686;980
2680500;691;75674;695000;486500;68691;51652;1156;865;970
491000;794;31133;933500;436000;29859;21859;1348;742;949
389500;684;30806;1133500;435000;35754;16388;1926;519;941
2187750;840;61654;2191000;469000;59275;51888;1110;901;975
382750;720;27663;2132500;433500;173774;21523;1125;889;926
14500;510;8322;2381500;424500;57265;3657;2318;431;779
182750;665;19698;2603500;435500;66038;13923;1253;798;902
1237500;817;48088;866500;434000;171027;34500;1315;761;972
1100000;791;48374;2006000;454000;29745;29568;1530;654;962
792000;729;40327;2895000;426000;160442;25710;1427;701;963
976250;837;40512;454000;437500;12836;31221;1168;856;966
3252500;689;74419;1619500;434000;141821;65286;1059;944;902
90000;557;17804;959500;434500;38157;10118;1630;614;874
1052000;683;53481;1293500;456500;41589;30172;1598;626;941
1987500;719;65150;2661000;472000;41889;47658;1340;746;946
414000;767;28218;160000;446500;60255;23001;1135;881;956
1816000;796;56269;1477000;474000;67537;47175;1191;840;957
1146000;654;53085;1771500;442000;176760;30980;1657;604;926
372750;718;30270;2049000;439000;22329;19372;1594;627;940
1528250;622;74706;175000;422500;117937;31960;2281;438;959
2130000;821;61954;108500;426500;137944;48052;1250;800;974
154250;568;23505;1729500;423000;119291;10888;2348;426;892
568750;688;35419;590500;442500;18947;23757;1224;817;943
516500;722;34907;1519000;423500;128019;20252;1511;662;949
218500;745;20500;1688500;444500;77320;15559;1209;827;920
7639250;768;110059;620000;522500;61805;97685;1044;957;958
2076000;763;60700;2078000;428500;143036;49500;1162;861;944
1118000;735;45069;946000;445500;160560;37660;1098;911;957
882000;752;39740;2626500;439500;158600;31344;1295;772;936
1799000;758;57801;803000;478500;59886;41988;1303;767;948
5423000;708;98858;2259500;473500;172444;77729;1406;711;900
817750;741;41340;1328000;453500;32152;29356;1426;701;956
804750;793;39093;1702500;431500;159015;30500;1194;837;967
2474500;664;69305;2614500;432000;95382;52748;1370;730;901
607250;669;36787;288500;436500;148903;29052;1146;872;916
248000;546;30956;1364500;432500;121122;12822;2342;427;906
1232750;702;52445;1967500;436500;131135;32364;1492;670;934
891250;786;40970;1027500;434500;113749;28741;1314;761;962
1356500;698;51793;1058000;434500;96096;40223;1256;796;926
488000;783;30000;2127500;436500;126870;22444;1226;816;952
940250;826;38994;915000;470000;40840;31892;1160;862;964
1617500;706;60440;1506000;436500;141044;34748;1735;576;931
1932500;787;58331;1733000;487500;51263;46591;1228;815;968
1308750;811;48127;2148000;446000;150772;36632;1189;841;967
340500;619;30203;2749500;465000;70665;18691;1723;581;930
806000;651;44272;422500;466000;18435;29245;1652;605;875
2483250;732;74461;748000;443500;139357;45168;1530;653;972
690500;692;39715;2348000;448000;169114;22195;1615;619;952
201000;516;27659;1689000;445500;139399;13750;2180;459;897
2520750;838;66652;2048500;440000;93871;49717;1291;775;977
2301250;753;65150;2887000;456500;160731;53345;1210;826;948
303000;651;28504;1401500;449000;158385;14310;2104;475;931
420000;724;30232;1429000;460000;34216;17725;1564;639;944
1047500;706;49649;562500;460500;9273;34301;1210;826;956
847000;840;41173;2403000;467500;24386;29902;1334;750;967
124000;732;16800;160500;458000;53471;12179;1137;879;922
441250;669;29262;736000;448000;123147;23708;1282;780;940
2404750;761;68352;1589000;510000;69444;51444;1136;880;964
713000;732;37336;1674000;452000;159624;29512;1113;899;942
7821500;740;126358;1766500;558000;62421;89766;1417;706;951
766750;820;38942;2792000;457500;164358;29345;1208;827;962
311750;543;33901;91500;452500;142792;12264;2864;349;910
150250;666;19059;2710500;453000;175486;12777;1501;666;898
1440250;751;52101;1333000;483500;26811;39000;1350;741;964
905000;756;44294;2752000;479000;28301;30500;1441;694;967
1087750;723;47127;1226000;449000;107281;30653;1330;752;961
104750;642;16378;869500;450000;102339;11856;1300;769;902
476250;777;30956;1384500;476500;58878;24134;1167;857;951
1265250;780;46133;1865500;470500;4351;36056;1163;860;962
2064000;802;69802;439000;497500;41225;42543;1527;655;983
1141750;719;50990;58000;485500;11310;36542;1212;825;946
2248250;780;68209;836000;515500;64374;46281;1463;683;951
662750;752;38733;873500;472500;11165;24000;1645;608;966
1374000;733;57491;1280000;469500;7496;32103;1755;570;965
1096500;828;42146;2730500;496000;85236;35579;1076;929;958
164750;761;18118;2388000;455000;140599;11500;1523;657;943
533750;691;36503;321500;455500;143915;21077;1507;663;957
360500;620;34132;1403000;455500;148173;13605;2352;425;934
370000;776;26768;2003500;475500;32800;20000;1178;849;964
113000;589;19474;311000;473500;60803;9867;1950;513;879
614250;714;41704;40000;485500;37694;23665;1686;593;958
760750;805;36184;166500;492500;78845;28599;1164;859;956
146000;714;17804;2874500;459500;141843;12250;1219;820;913
3384750;795;80189;975500;515500;32005;57500;1211;826;962
1298500;774;51935;2212000;468000;156150;36680;1389;720;962
638250;725;35089;2865500;458000;94086;25609;1304;767;947
8016750;812;115841;1889500;525000;12717;94765;1197;835;962
421000;604;32500;941000;467500;165750;23798;1366;732;916
2560750;783;71784;520000;507000;18687;49880;1350;741;952
1904500;833;56826;1436000;513500;68854;44500;1155;866;977
247250;756;22500;1555500;463500;143130;15263;1281;781;941
124000;497;24135;1711000;460500;140042;9117;2560;391;889
289000;608;30956;282500;478000;31122;12985;2171;461;924
1201250;692;47930;2112000;495500;20136;36925;1361;735;900
603500;766;35419;2358500;485500;41566;21410;1539;650;959
439500;695;31532;2515500;477500;165303;23445;1246;803;936
938250;740;46043;1241000;495000;34380;30647;1476;677;957
2496000;784;64283;1498500;465500;98949;53251;1133;882;947
177750;604;22589;1051500;466000;117699;12756;1616;619;907
2449000;783;65517;1667500;486500;169891;51887;1240;806;960
2980250;805;71262;2432500;471500;149657;59213;1232;812;959
760250;744;39386;2567500;481000;171973;26839;1336;749;952
1039250;785;43200;2816000;478000;163872;36025;1100;909;958
6220250;767;98633;701000;557500;57841;91157;1024;976;941
1458000;702;61356;894000;525000;72451;37095;1382;724;959
916000;760;39601;410000;504500;52696;32732;1117;895;930
259500;805;21691;2388500;467500;115974;18642;1026;975;950
422750;705;33560;916500;471000;146547;21500;1446;692;949
1242250;780;47950;2174500;479500;168573;39701;1121;892;941
622000;665;36201;135000;499500;57407;28362;1218;821;945
1037000;649;51624;1064000;486500;158405;35029;1250;800;936
1846000;774;61612;1385000;478000;144246;42466;1290;775;971
3298250;744;77878;1832500;541000;65739;60989;1145;873;947
668000;747;36912;2776000;503500;65171;27828;1382;724;925
786750;744;38425;2485500;474500;122242;29439;1234;810;956
4994500;795;93698;2661000;473000;135649;74444;1197;835;954
289250;740;25947;2877500;495000;64916;16263;1653;605;923
423000;651;36531;2399500;491500;30426;17917;1862;537;917
1704000;773;59670;114500;533000;85675;37310;1521;658;968
5156750;773;110619;256500;535500;31319;69028;1618;618;959
764750;561;55714;873000;473500;111038;20068;2727;367;951
336750;774;26163;20500;496500;45000;19424;1291;775;940
1377250;685;55832;1530500;513000;38820;32863;1656;604;962
1117250;660;50601;962000;526000;78024;35500;1470;680;906
594000;780;34015;1996500;479500;155695;26552;1133;882;957
1611000;704;71021;2051500;514500;32347;34744;1964;509;970
966000;705;43157;190000;477000;100008;33198;1005;995;920
1120750;749;48283;1282500;478000;105619;35007;1278;783;961
855250;736;43012;352000;509500;35538;30907;1111;900;974
297000;763;23754;1623000;497000;30343;18314;1082;925;938
586250;799;34340;2790000;502000;42049;26141;1222;818;959
730250;671;44275;240500;499500;26854;26163;1595;627;945
249750;739;24052;803500;479500;133315;15470;1352;739;941
1189000;709;55902;2148000;530000;63435;29968;1690;592;954
1503750;816;52280;2738000;523500;56310;43500;1094;914;941
575750;722;37407;210500;489500;8455;25334;1414;707;947
968000;727;45511;2354000;494500;1259;27932;1742;574;916
555750;660;36773;1182500;501000;11768;18782;1830;546;940
250500;707;22322;2548000;486000;164407;17846;1036;965;922
1230000;753;49845;480500;531000;76661;36409;1286;777;927
2600250;798;69543;2893000;482500;116934;55354;1242;805;972
250250;569;27951;2643500;508500;63435;15803;1770;565;906
1365000;741;53521;1033000;527500;29678;39438;1241;806;945
1254000;737;50359;1304000;513500;6843;32351;1475;678;965
641250;757;34677;378000;510000;47337;27297;1225;816;954
548000;755;34558;500000;487500;121390;20000;1558;642;963
1127000;759;48872;1644500;486000;138318;30505;1479;676;959
279250;561;29436;45000;514000;69102;15683;1677;596;929
3026250;741;78078;57000;486500;124301;52492;1408;710;939
1216000;754;51696;2507500;508500;4994;31971;1536;651;961
692500;728;39275;1348500;489000;158334;26213;1418;705;947
510000;700;36359;2589000;518500;58496;19524;1881;532;948
116000;760;15264;1733500;489000;121608;12633;1048;954;924
316000;665;28504;2205000;509000;15255;16971;1502;666;917
383750;792;25831;2259500;490000;104574;21441;1144;874;935
42000;722;10440;2870000;490000;106699;6364;1618;618;859
223750;673;25539;139000;514000;66949;12287;1983;504;912
608000;605;43385;566500;529000;62549;18047;2494;401;933
82500;633;17241;2856500;492500;150461;8132;2362;423;892
900000;779;43966;210000;491000;107199;32000;1285;778;964
276500;850;21932;929500;507000;46848;18000;1117;896;966
229500;617;24130;2167500;513500;55981;16069;1332;751;904
1111250;786;49510;2400500;494500;146952;31500;1411;709;975
2138750;718;67685;769000;550000;57366;44359;1510;662;959
407500;825;27295;2559500;511500;28443;22564;1171;854;956
66000;582;13210;807000;493500;119476;9789;1379;725;849
1034750;792;43832;2012500;526500;25688;33366;1154;866;961
181250;692;21932;2846500;514000;65772;10901;1883;531;903
1087250;786;47629;15000;537000;63166;32597;1346;743;964
213000;625;23162;2332500;498000;166264;12619;1863;537;906
564750;709;34311;1248500;520000;46771;24130;1217;821;946
994000;817;41404;1222500;532000;47447;35747;1074;931;969
2349250;827;62243;2085000;536000;5069;51780;1210;826;975
787750;768;40153;2805500;517500;5001;27502;1501;666;958
2739000;807;66703;149000;562000;75235;58448;1097;911;974
1392000;662;61727;1590500;510500;166414;34651;1605;623;922
88500;695;15403;1733000;498000;103134;9917;1335;749;888
35750;720;9341;2610500;504000;15524;6806;1170;855;849
450750;742;30733;2618000;505500;158025;20656;1344;744;946
717750;796;38552;435000;525000;43423;26307;1143;875;976
346500;732;26912;2309500;514000;35166;18886;1398;715;944
377250;781;27372;816000;526000;80538;22185;1127;887;949
710500;783;40028;238500;540500;87852;23500;1580;633;970
90000;743;15240;2003500;500500;131009;10136;1351;740;924
280750;646;25179;870500;501000;96843;17905;1390;719;923
740500;627;48647;1147500;523500;12465;20373;2170;461;948
508000;774;31820;2220500;517000;8130;22268;1313;762;946
527750;703;36678;1070000;523000;27613;22420;1497;668;936
2166500;619;72583;2862500;502000;109309;41769;1717;583;863
1794000;817;55915;566000;536000;12918;45962;1158;863;965
302750;610;30696;2775500;513000;12225;11777;2724;367;941
2076500;739;71800;391000;563500;53210;40966;1648;607;957
1099000;651;54279;1373000;515000;174184;33440;1687;593;917
6005000;770;99067;1507500;550500;8416;85387;1073;932;963
853250;638;47707;1173000;530500;33024;23756;1924;520;946
2224250;773;61897;2353500;505000;96494;45893;1314;761;954
2457250;781;72069;2581000;569000;60945;46327;1497;668;977
258250;703;25000;2188000;506500;143130;16502;1486;673;921
46750;688;11413;2267500;515000;28811;5957;1862;537;866
96750;733;15556;1098500;518500;45000;10287;1456;687;936
732000;732;40478;1112000;506500;107987;26012;1389;720;955
141500;644;18601;1461000;522500;53746;9844;1827;547;903
146500;676;20887;1728500;507500;101041;12680;1520;658;904
741000;633;45310;895000;527500;22036;22958;1851;540;940
1041750;820;41049;2480000;523500;177207;35193;1064;940;965
20500;662;7159;519000;515500;77905;5305;1324;755;832
559000;742;35419;2376500;511500;138434;21857;1451;689;955
2069000;753;67847;1354500;509000;119588;46014;1366;732;953
95250;641;16155;2205000;510000;158199;10381;1547;647;890
1607750;811;53444;340500;526500;10784;39000;1199;834;966
450250;602;37530;2266500;516000;177709;16817;1957;511;903
787500;681;44060;938000;511500;117728;26808;1378;726;955
622250;831;35014;2158000;526000;1637;25500;1289;776;960
972250;691;49186;519000;517500;162854;28370;1758;569;953
413500;677;34442;1986500;535000;39699;15342;2267;441;934
1857250;765;59112;2522000;524000;144293;48148;1145;874;962
359500;759;26500;2570000;536500;58109;19920;1313;762;938
1279500;742;47186;2784000;560000;64250;39283;1054;949;959
1651250;778;53956;1296000;525000;150584;40487;1319;758;970
780750;744;42101;1420000;534500;15852;29002;1383;723;962
2024500;759;68237;1445500;558500;24687;44612;1481;675;973
704750;689;37313;2052000;515500;147588;31001;1094;914;952
501000;712;35514;2245000;545000;54744;18398;1748;572;942
2258500;745;66882;2307500;515500;108299;43380;1559;642;939
372000;725;30270;502500;516500;120801;18802;1689;592;948
2675750;739;80112;799000;559500;24326;49818;1433;698;958
689750;649;37567;2050500;516500;99964;31380;1135;881;945
1394250;778;53584;959500;551500;40079;37500;1289;776;973
554250;656;37165;1008000;544500;47726;26795;1334;750;959
585750;627;39386;45000;517500;98027;21611;1783;561;935
38250;589;11236;1135500;517500;147724;6752;1511;662;829
2319500;801;62859;2183000;537000;155066;50932;1210;827;967
1169750;773;48304;2629500;526500;154231;36140;1300;769;968
4447000;766;95343;1214500;576500;18340;65155;1534;652;964
1112000;766;50403;1682500;538500;10864;33337;1484;674;959
160250;683;18200;1672500;526500;15945;13924;1288;776;903
823250;730;49702;1079500;559500;53591;25927;1923;520;966
1092000;670;55543;194500;521000;113334;32700;1645;608;917
180250;706;22192;2434000;525000;165651;12254;1861;537;920
5252750;779;99067;2791500;610500;62659;74190;1298;771;968
551000;719;33615;482000;532000;157249;25110;1194;837;944
1220500;769;50000;619500;545000;16260;31494;1462;684;968
1588250;814;53956;881500;523500;97454;42304;1211;826;966
1278750;754;54500;1033000;529000;146602;35956;1348;742;969
2803500;787;71002;434500;526000;127273;56099;1194;838;958
1174250;822;44207;1129500;563500;43625;36213;1208;828;964
714500;647;44003;2456500;529000;143781;25760;1809;553;947
6738500;730;120980;1578000;590500;17312;76031;1584;631;948
134000;698;17000;1880500;539500;61928;11149;1416;706;901
2719000;814;69487;2737000;524500;122661;56298;1210;827;974
724000;792;40636;2404500;525000;161342;26415;1547;647;970
549250;690;38746;1207000;563500;72734;22862;1668;600;948
264000;752;22322;2143500;542000;15593;18114;1155;866;917
1096750;724;53649;2241500;563500;39327;31769;1640;610;962
3159750;743;79223;283500;581500;35496;57458;1439;695;946
657500;733;40265;1993000;554500;24974;22627;1646;607;948
1025500;780;43417;669000;531000;118926;31884;1314;761;963
31250;533;10689;224000;533000;169216;5803;1700;588;831
158500;653;20125;1162000;547500;63435;12349;1451;689;914
1266750;743;51091;1031500;530000;101860;32614;1417;706;962
593250;659;40265;2284000;530000;118156;22319;1870;535;947
2197250;755;62795;1732000;530500;110022;53020;1163;860;946
1134750;797;47257;105500;572000;60180;36600;1175;851;966
920750;747;43932;1843000;562000;41309;29716;1484;674;961
171250;828;19849;222500;535000;139086;13243;1356;738;952
2009000;712;61192;1389000;569000;22584;48636;1079;927;941
406000;750;27577;1880500;540500;135000;21018;1130;885;947
326750;726;27115;1975500;560500;67218;17690;1527;655;926
1519250;741;58310;515500;544500;174094;36145;1480;675;966
1662500;784;54884;2388000;588500;73051;40390;1278;783;967
1903000;839;58758;239000;541500;137759;44901;1242;805;974
476500;703;36003;919000;572000;80407;18895;1756;569;943
774000;677;47035;926000;536500;133708;25281;1677;596;958
127500;666;18554;2071500;548500;14036;10444;1562;640;896
2080000;758;63712;1170500;600500;81425;43126;1548;646;939
286000;743;24990;2433500;552000;19885;16573;1363;733;937
202750;617;23409;2570000;537500;109983;13467;1965;509;920
1048000;832;44593;8500;545500;149697;30052;1460;685;967
137000;656;20597;2163000;539500;174428;9500;2200;455;936
197000;668;22361;2517500;539500;100305;11979;1982;505;925
1239000;657;53465;2675000;548000;155113;32223;1542;649;958
744500;790;37796;1805500;561500;27582;27083;1227;815;956
120500;477;21708;1901000;559500;38454;11881;1808;553;862
734250;829;34630;1108500;542500;94970;29239;1151;868;958
1365000;754;52576;2107000;575500;32179;37471;1269;788;964
409000;671;34688;2175000;576000;74962;17735;1997;501;938
415250;693;32388;2504500;575000;81119;20035;1501;666;935
2070250;776;63549;2007500;561000;169574;43303;1447;691;971
452750;716;32608;2151000;574500;54360;18654;1661;602;948
4073250;760;84906;2458000;545000;122005;69322;1206;829;952
317500;618;29108;513500;545500;94927;13199;2133;469;926
85250;535;19026;608500;554000;3013;8500;2039;490;911
1064000;645;52738;2070500;571000;21701;28192;1835;545;920
1516500;756;58620;2887000;571000;8337;34191;1670;599;968
1281250;764;47637;980500;555500;154511;39713;1105;905;945
429750;670;34677;1900500;572000;28413;16172;2068;484;937
92750;576;16771;280000;548000;169695;10796;1535;651;873
5446250;811;103804;1253500;630500;37367;72102;1412;708;976
433750;713;30083;2656500;561000;164578;24084;1239;807;940
172000;785;19812;224000;563500;47045;12646;1285;778;967
51250;592;12748;2058000;554500;25560;8081;1460;685;852
315000;760;25894;1949000;557000;169992;17529;1381;724;933
3107750;806;71891;149500;564000;156644;60737;1178;849;954
2005000;768;64413;340500;595000;27759;46969;1323;756;956
2251500;822;62901;574000;551000;113916;53636;1168;857;975
485250;507;46567;749500;562500;3077;19708;2287;437;924
1098750;797;44635;1479500;576500;12947;30536;1401;714;965
405500;687;31101;2522500;560500;175389;20127;1572;636;930
561750;793;32962;1867000;566500;170395;23433;1278;782;950
457750;742;30232;50000;557500;145784;19891;1498;668;947
332500;596;32206;76000;557000;152241;17826;1763;567;927
918000;788;39614;499000;592000;85657;32328;1115;897;960
2113000;717;67604;702500;558500;143723;45401;1390;719;950
356000;713;30220;959000;553000;128956;20291;1311;763;946
175500;696;22204;1328500;558000;172235;12966;1486;673;915
1330000;728;53537;2404500;589500;34729;31315;1640;610;965
528500;693;35627;2621500;566000;175170;20031;1722;581;942
528500;662;35132;399000;575500;24376;24960;1586;630;905
2679250;805;72007;607500;555000;152723;49470;1361;735;982
368000;721;29334;1694500;555500;119624;18817;1591;629;940
939000;747;45853;1972500;566000;154832;30690;1385;722;956
80500;760;14213;1087500;567500;50711;9000;1255;797;961
158250;661;23633;1200000;556500;96072;9500;2266;441;932
2162250;839;60782;1931000;616000;74249;49489;1142;876;977
1974250;741;69002;1754500;590500;13835;45937;1410;709;969
618500;709;37047;1042500;580500;31759;25321;1233;811;935
455500;752;31016;700500;559000;110772;20553;1374;728;958
988750;612;57140;1432500;594000;32856;29571;1881;532;955
2815750;719;86123;2521000;626000;49002;49828;1667;600;938
3479750;767;79577;827000;572500;129391;60810;1210;826;950
254750;642;23505;127500;572500;23839;19434;1102;908;909
2952500;786;73164;758000;599500;21656;54598;1348;742;946
67500;749;13210;1075000;561000;150524;6500;1644;608;973
77500;626;15692;1208000;574500;59349;7466;2019;495;901
1595250;732;62516;1338000;605500;30256;41424;1414;707;969
1067250;763;44500;2177000;576000;154011;29405;1418;705;962
306250;661;26856;2267500;586500;65821;18412;1468;681;920
796500;791;42006;2515500;562500;98902;29870;1347;742;956
183500;678;22142;431500;563000;96483;14085;1477;677;914
2057500;786;58363;2329500;579500;170134;48977;1157;865;959
838000;715;47215;1832000;574000;174531;26898;1702;588;953
1152250;753;49503;888500;577500;156801;33526;1397;716;961
1719000;806;54500;2221500;572000;146602;46314;1133;883;963
372750;744;28640;78000;565000;135707;21278;1193;839;948
119250;629;19981;223500;565000;148299;9843;2120;472;931
1407500;738;55579;1128500;565000;98276;36618;1503;665;949
93000;682;15435;1142500;567500;155095;10114;1402;713;908
769500;733;37885;2859000;566500;112504;27381;1221;819;954
622000;725;35934;921000;573000;158791;27269;1336;748;950
1392250;827;49649;2268000;601500;27597;39196;1294;773;969
765500;738;41049;1956500;569500;145923;28763;1446;691;951
725250;724;41283;2598000;584500;11174;27224;1448;691;955
2021250;808;62550;1077000;569000;129161;47094;1273;786;981
1073500;787;45305;31500;578500;169186;33280;1422;703;964
144000;644;19474;216500;585000;29197;11864;1416;706;922
2059500;733;61814;2621000;598500;9310;49540;1225;816;930
515500;733;35598;2678500;574500;150555;19441;1691;591;956
382750;715;27586;514500;576000;133531;20693;1194;838;945
324750;805;24622;674500;570500;113962;17500;1306;766;960
569500;709;37047;955500;573500;158629;19836;1811;552;949
237750;784;21260;2581000;570500;138814;16000;1161;862;946
44000;581;11885;97000;571000;104621;6825;1754;570;846
1659750;715;64925;2710500;575000;122099;38950;1522;657;921
151500;568;22344;2879500;592500;40462;11913;1979;505;888
1559250;774;51225;105500;573000;128660;43905;1173;852;937
506250;710;34355;1676000;605000;68663;19072;1818;550;939
231250;793;21915;1894000;592500;55222;15509;1310;763;939
1356500;744;52312;2072500;611000;31715;38000;1353;739;969
683500;722;41815;2138500;595500;26259;24000;1618;618;954
1199750;731;52139;535500;577000;114353;32746;1660;603;964
183250;644;22361;1153000;597000;79695;11131;2100;476;930
710000;749;36912;1207500;575000;98569;23953;1380;724;956
127750;749;17889;1815000;583000;26565;11210;1478;677;915
5901250;759;105425;1329500;624000;15684;83245;1272;786;928
2024250;724;66867;1484500;601000;173991;44215;1504;665;925
1161750;788;46755;216500;586000;138468;33760;1381;724;968
6577000;644;126590;343000;674000;44040;76615;1925;519;881
657000;700;41584;1001500;594000;18217;22125;1757;569;951
576250;701;39655;443000;577000;95064;21000;1941;515;959
502500;775;30265;1459500;586500;172405;24156;1107;904;948
559250;717;35532;1859000;593500;166159;23385;1539;650;956
3311000;787;82526;2894000;655500;64522;56234;1398;715;961
599250;780;35556;2312500;612000;64156;23909;1541;649;962
3696750;704;90512;1004500;650000;44552;61518;1509;663;926
2550500;771;66851;1690500;615500;21961;51967;1104;906;963
728250;728;37232;1826000;588000;157913;29845;1097;912;926
2046500;773;64008;255000;588000;151032;45797;1375;727;963
1995500;810;61166;447000;625500;32651;46743;1191;840;977
