Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
95000;691;15620;2022000;789000;140194;10298;1426;701;905
549750;782;33871;60000;792500;148891;22288;1351;740;949
90750;673;14916;1924500;789000;103570;11301;1203;831;896
1065250;834;43661;2090500;800000;166759;33932;1251;799;968
727250;802;39551;718500;803500;177101;27348;1458;686;956
362750;625;34048;807000;808500;29954;15579;2212;452;941
1003500;664;50796;1103000;812500;20754;28800;1592;628;931
445750;765;33679;2728500;818000;49214;21344;1478;676;959
22000;831;7106;296000;797000;39289;4500;1377;726;951
950500;848;40227;2209500;826500;57693;31361;1114;898;980
1532250;746;54644;2324000;837500;55437;37057;1356;737;962
2026750;818;59525;780500;793000;100649;47125;1276;783;976
3825250;776;90510;1801500;868500;45000;60126;1501;666;972
2581750;782;68719;2491500;853000;60824;53369;1236;809;948
654250;766;37423;93000;796500;112797;23993;1541;649;950
441750;712;30220;1151500;795000;106336;24157;1196;836;918
6118500;766;110691;1306000;830000;162384;79679;1401;714;982
342000;723;27577;1966000;820500;67620;16974;1420;704;935
490000;726;32810;2297500;827500;82117;24412;1200;834;942
1273500;697;57717;2563500;828500;35480;29735;1929;519;959
297500;727;24130;389500;820500;84053;18439;1281;781;928
323750;709;26505;559500;812000;35789;19647;1125;889;944
1254250;712;58310;896000;802500;157834;30500;1602;624;971
612750;775;36235;2710500;828500;62021;24000;1273;786;973
2189750;867;59298;295500;798000;107671;50578;1079;926;977
5080250;779;98145;346000;893000;68795;74554;1356;737;950
918250;773;47595;2005000;811500;176386;28469;1583;632;961
854750;772;43900;2437000;798500;127131;30500;1386;721;982
573000;727;35468;146500;798500;130426;25505;1333;750;957
996000;739;48127;1887000;830500;32699;30419;1609;622;960
598000;704;38305;2413500;802000;125972;22500;1374;728;968
1066750;741;51684;669000;826000;24582;30976;1540;650;959
2182750;814;66030;807000;810000;144866;48204;1171;854;973
2649000;823;70910;858500;811000;142160;53466;1230;813;975
1132500;664;52022;170500;826000;1652;34154;1560;641;957
590500;615;38079;1740000;814000;13671;27357;1213;825;940
1263500;738;53614;1626000;823500;3743;33558;1631;613;964
473750;696;31643;1778000;805500;121430;23941;1095;913;945
313000;715;26306;717000;806000;98746;18983;1238;808;934
539500;671;36069;1862000;838000;46123;22482;1301;769;948
94750;726;15297;2170000;806000;101310;9500;1587;630;922
70750;609;13086;2236000;819000;83418;10467;1152;868;869
845500;778;37620;1057500;844000;85426;31288;1091;916;955
1339500;770;50569;1516500;842000;43798;39790;1165;859;964
341000;669;31468;1554000;807500;135644;18906;1516;660;955
792500;788;37636;1201000;824500;160602;30964;1210;827;961
1228000;812;47605;1474000;841500;36027;37123;1205;830;967
1585250;811;54023;107500;833000;7980;39631;1289;776;967
2468750;732;70018;2114500;824500;155082;55042;1190;840;932
772750;715;42991;2641500;810000;123136;23645;1839;544;958
366500;778;27459;66000;826000;33111;19445;1437;696;944
374250;804;26277;1022000;822500;158806;21184;1119;894;945
2288250;765;68062;520500;850500;15772;44357;1597;626;959
551750;775;33015;1976000;819000;178264;25696;1208;828;954
213250;764;21932;2174000;812500;114228;13741;1459;686;937
141750;725;19698;2185500;812500;156038;10000;1661;602;952
1089000;842;42450;1237500;819000;164982;35406;1168;856;969
1460000;795;50324;1715500;829000;152162;40850;1155;866;966
612750;786;34340;2536500;843500;47951;26000;1133;883;971
804000;829;38053;2044000;828500;176987;29500;1177;850;965
3151750;802;73561;751500;890000;87663;60253;1231;812;976
928500;690;52031;1160500;824500;160346;26301;2018;496;935
2592750;821;65850;2702500;837500;166386;54661;1105;905;976
442000;773;30083;1432500;836000;15422;22456;1238;808;941
3045250;755;79550;2575500;836000;162818;54022;1447;691;947
132750;675;20056;2079500;826000;175711;10742;1866;536;916
1066000;674;52022;2840500;847500;1652;35011;1410;709;918
562750;807;33560;1137500;823000;155344;22693;1444;693;952
105750;722;15811;1577500;829500;34695;10489;1443;693;932
1142500;748;47524;1974000;819500;91809;36612;1263;791;957
179750;735;19609;2004000;833500;19359;14496;1250;800;912
445250;666;31847;1591500;820500;112135;24467;1228;814;935
162000;761;19849;2465000;836000;49086;11967;1515;660;953
242750;717;23880;2299000;828500;160427;16548;1288;777;935
399500;739;31401;78000;834000;170838;19695;1555;643;938
103750;658;17692;2168000;822000;137291;9926;1809;553;903
110250;669;17847;2201500;839500;78690;9202;1759;568;906
1363500;770;49092;1680000;822500;93504;40993;1164;859;964
108750;622;15811;2109000;838000;71565;12482;1050;952;896
376250;762;30220;2190500;852500;73664;17545;1734;577;947
328750;735;27354;1617500;825000;120784;18068;1539;650;935
501500;687;31820;2404000;830000;171870;24593;1096;912;933
758000;721;40327;999000;839500;162688;27224;1427;701;949
2252000;640;84528;2762000;867000;10911;45009;1903;525;946
5021750;775;93536;18500;884000;6137;76093;1158;864;950
538000;651;39284;243500;851500;42421;21708;1848;541;943
1417500;814;47566;915000;828500;129883;41921;1057;946;973
559750;729;35401;162500;826500;126384;25000;1329;752;921
2216750;798;62710;188000;874000;37875;45642;1341;746;973
523000;790;30208;624000;856000;77574;26054;1081;925;949
928250;719;47101;2339000;863000;37235;28586;1663;601;956
2131750;778;62434;657000;886000;58092;51012;1157;864;970
565000;785;32650;692000;833000;139970;25910;1064;940;956
1015500;747;48448;2018000;870000;58935;33239;1256;796;961
181000;751;20797;1457000;838000;27181;14000;1270;787;936
4294750;793;87444;1549000;906000;62409;65621;1344;744;951
1805500;781;59053;1280000;829500;111351;44159;1214;824;969
391750;586;34340;1705000;863000;73940;19734;1831;546;931
3409250;836;77308;2083000;830500;126055;63599;1198;835;973
380750;713;30529;2548500;851000;31608;21397;1485;673;914
712500;739;39513;2377500;834500;141680;28239;1393;718;960
1152000;788;48166;1764000;836500;138366;36255;1337;748;964
877250;702;43798;1853500;852500;18642;29595;1568;638;961
263000;720;25461;1032500;836500;160498;16270;1360;735;921
2395250;748;65196;558000;863500;8379;54999;1162;860;941
675750;762;36963;1895500;866000;59967;27643;1241;806;945
1041000;743;49661;1999500;883500;85380;31674;1573;636;957
495500;764;33842;2431000;843500;12804;20500;1522;657;959
153250;664;19209;2172000;836500;128660;10805;1886;530;909
513500;730;34077;271500;836000;104444;23507;1297;771;945
690000;817;35920;1412500;838000;141216;28000;1064;940;967
462750;784;29347;806000;837000;98820;22715;1065;939;936
404750;688;31101;2459500;851500;175389;20500;1378;725;909
106250;749;14577;1161000;844500;174094;10826;1199;834;881
1704000;798;56447;1204000;848500;145465;42770;1269;788;963
2346750;832;66981;2281500;882000;34046;49467;1386;722;963
339750;627;28302;2682500;849500;147995;21158;1409;710;920
301750;625;28430;1441500;859500;34249;15596;1823;549;920
370500;622;34180;109500;839500;95877;18581;1734;577;926
511250;639;35419;951500;856500;18947;20095;1544;648;907
915000;787;44598;1613500;840000;109654;27500;1536;651;966
1656750;744;53712;1632000;850000;155821;45152;1076;929;968
1703500;766;52794;986000;845000;151736;45711;1074;931;940
1756000;733;57422;1442000;860500;163301;43123;1229;813;947
2678500;709;77734;1093500;862000;166232;49485;1598;626;914
1051750;824;42048;1514000;884500;87274;34500;1165;859;965
55250;636;13000;1051500;849500;22620;6476;2274;440;874
789000;756;39029;2429000;843500;92203;29529;1232;811;953
232250;684;23880;2047500;846000;160427;15000;1743;574;942
313500;650;30319;2518000;844500;166651;15000;2137;468;958
258500;588;24885;2494000;854500;22443;18792;1305;766;913
1356250;863;47424;1166500;852500;155056;39000;1052;951;975
46500;719;11180;1059000;853000;10305;7500;1411;709;863
281750;648;28623;2652500;859500;19385;16335;1781;561;929
1622000;702;57116;138000;902000;69503;45280;1154;866;918
555000;804;29568;2891500;848500;93879;27577;1026;974;949
1332250;710;61356;852500;849000;107549;32295;1739;575;962
1061750;734;45525;816000;878000;38758;37510;1103;907;959
300000;735;26005;1033000;868500;37972;16158;1607;622;931
188750;753;21471;1255000;869000;62241;12000;1574;636;947
53000;687;13124;1921500;850000;130365;7547;1713;584;906
315500;733;26683;1931000;861000;12995;17303;1604;624;946
2466000;678;74324;461500;860500;156194;48975;1445;692;899
1089750;801;43489;2680500;851000;98596;36335;1164;859;955
2128750;869;61654;2844500;908500;67595;47000;1261;793;981
1773750;806;54562;2547500;902000;63905;47184;1119;893;934
175750;596;24187;775500;861500;172875;11464;1846;542;915
4453750;792;91084;2316000;894500;21918;67400;1333;750;974
4385000;683;94240;219500;941000;68199;68384;1368;731;882
1949250;732;65683;2435000;909000;50250;42829;1325;755;943
1252500;696;51723;617000;898500;60461;38171;1267;789;960
2998750;754;81305;1824000;906500;29876;55291;1382;724;967
2146000;730;64517;2027000;912500;54462;44528;1450;690;912
402250;681;31953;2519500;853500;110136;19974;1634;612;933
1287500;796;49155;682500;891000;46236;37282;1293;773;966
1106250;795;46457;1738500;864000;145968;31575;1375;727;961
1809000;695;65803;2129500;893000;36347;37055;1787;560;943
1078000;779;47437;285500;855000;147482;34003;1396;716;964
1933500;656;64002;2478000;858500;135950;51597;1203;832;890
2671500;780;72801;889000;923500;69075;51322;1400;714;964
616750;813;35146;161500;883000;50194;25670;1188;842;960
284750;743;23345;1951000;867500;170134;17871;1233;811;935
5980250;785;112539;343500;923500;14407;76000;1429;700;966
654250;728;41231;950000;858500;140906;23298;1650;606;944
99000;713;16808;1914000;867500;22751;8132;1857;538;889
349000;667;32098;1705500;864000;161847;15000;2048;488;951
111000;589;18554;2402000;860500;104036;7628;2593;386;906
1382500;711;52002;2622000;901500;43052;38398;1379;725;933
443500;739;32898;1427500;891500;65772;22434;1460;685;947
656750;556;50284;1801500;899500;48225;20700;2119;472;940
1221000;814;43658;1916500;893000;20095;37126;1096;912;962
1512000;779;54279;761000;882500;5816;42411;1253;798;956
576500;654;37503;530500;890000;42839;21312;1837;545;941
79000;489;18310;1411000;864500;145008;8051;2541;394;861
557500;775;32450;1683500;872000;146310;26032;1101;908;948
6645000;810;110583;1323500;919000;22042;81252;1288;776;974
190000;668;23601;2693500;884500;53616;12599;1909;524;912
385500;714;27893;939000;893000;75466;21396;1149;870;938
451000;711;34655;432000;868500;136169;21620;1568;638;948
780500;757;40265;1884500;891000;28156;29152;1210;827;944
375500;713;28200;1975500;867500;142927;22500;1208;828;955
4681500;742;102310;2680500;930000;37654;64132;1633;612;950
66750;691;13314;1253500;876000;34287;8788;1386;721;880
752250;721;40153;1260000;889000;5001;26181;1498;667;954
1155500;672;50934;1311000;868500;103627;34463;1308;765;957
1072000;749;50619;2583500;868500;137802;31779;1445;692;967
2144250;744;65523;2769500;897000;25783;44530;1387;721;975
664250;757;36431;1782000;897000;43332;25555;1267;789;953
1976000;722;71568;278500;870000;97224;42500;1530;654;937
2061750;777;62817;1009000;892000;166185;45533;1105;905;941
79000;584;14213;1089500;882000;50711;11000;1188;841;895
3150000;744;76844;1638500;935500;55069;61592;1060;943;952
219750;686;24042;2010500;895500;73072;16168;1378;726;926
221750;719;21800;1961000;890500;53393;15500;1155;866;949
766750;767;38685;1198500;901500;26896;30169;1132;883;938
226500;682;23436;187000;875000;101070;15959;1322;756;908
1195250;754;52559;1714500;875000;129596;29701;1633;612;965
3154000;804;75213;2225500;883000;144197;56885;1353;739;959
1326500;738;50403;112000;876000;100864;39032;1052;951;961
965000;768;45069;2412500;876000;107430;32268;1363;734;958
3203250;823;73817;534000;935000;35628;63087;1068;936;970
52500;715;12349;1253000;877000;121759;7285;1700;588;879
3463750;839;76428;1460000;934000;32442;59869;1257;796;981
960250;747;44635;1598000;922000;80327;33222;1325;755;956
306500;603;29602;807500;897000;15680;18572;1532;653;924
55500;617;12369;1522500;879500;104036;8511;1537;650;862
269250;700;23436;658000;886500;168930;17717;1261;793;927
253500;713;23548;1435000;891500;176348;16322;1129;886;915
1400750;828;50917;326000;881000;97334;36000;1248;801;977
6100000;750;112540;1129000;986500;68908;77225;1484;674;938
920500;809;45069;1225000;902000;3180;29927;1409;710;961
2707500;680;85279;161500;884000;119120;38687;2174;460;966
777000;738;41037;1608000;916500;43025;27051;1333;750;962
4666250;740;92642;689500;958000;45875;74936;1195;837;945
974500;615;52312;760000;883500;121715;30184;1994;501;948
2273750;795;60531;935500;902000;7595;53159;1060;943;967
1778000;851;55340;1077500;887500;124695;43806;1222;819;980
290000;683;27722;2525000;885500;140856;17346;1521;658;924
2998250;799;73980;1953500;925000;9335;54214;1357;737;969
279000;716;26505;1176000;886000;144211;17000;1266;790;951
2421250;780;71589;807000;911500;167905;48437;1387;721;974
405750;635;33560;1301000;886500;114656;17116;1811;552;935
720250;693;43246;2821500;929500;79340;24834;1506;664;945
2510750;784;68156;607500;912000;169432;46612;1358;737;961
80000;754;13928;2664500;889000;111038;9021;1391;719;900
369500;705;30418;597000;917500;64699;20788;1406;711;941
81250;642;16031;2166500;894500;176424;7596;1941;515;868
1237250;763;52548;1693000;895500;153435;35462;1405;712;964
735000;781;37537;1749500;916000;41760;29920;1128;887;960
1706500;776;59703;503500;945000;63650;42500;1235;810;977
520500;728;32175;676000;922000;44370;22714;1345;743;940
98750;670;14534;1526500;891500;93945;12000;1176;851;910
392250;633;34004;1870500;910500;17103;19136;1754;570;926
305250;653;29125;1950000;909500;34509;16221;1787;560;917
1047500;771;46957;2051000;933500;63435;35257;1286;777;952
81500;768;12104;464500;902000;51710;10272;1152;868;903
569250;733;37822;1427500;892500;114193;20584;1722;581;959
458500;684;36841;2549000;903500;7800;19366;1821;549;936
183750;755;19912;996500;894000;141116;14295;1058;945;952
169500;804;18118;2670500;903500;27979;14646;1245;803;931
1645250;712;62394;1878500;917000;173558;41507;1596;627;927
287500;635;28040;2293500;911500;39936;17430;1698;589;946
137500;567;22204;1455500;916000;82235;9676;2146;466;902
1092000;750;46481;2113500;926000;31809;36227;1225;817;933
1308000;772;50105;2074000;928500;36069;38323;1165;858;970
127000;726;17557;2154500;906500;19983;10512;1766;566;906
6182000;768;101928;2183500;896500;99601;86541;1166;858;936
193250;782;21506;791000;908500;17592;12861;1613;620;929
328250;776;25000;1783000;898000;106260;20500;1079;927;947
1537250;742;58189;2738500;934000;19058;37368;1297;771;961
1543500;766;54039;1554500;948500;67706;40098;1143;875;961
3764750;723;88336;2603000;958000;33690;64671;1112;899;952
79500;427;20359;1273500;900500;155323;8023;2425;412;859
1010750;766;43026;2472000;907500;178002;35220;1240;807;956
2698000;696;78353;2578000;969000;56716;52964;1491;671;970
116750;559;19812;135000;910500;10176;8284;2366;423;892
232250;699;24382;1527500;918000;28142;13394;1736;576;916
2892000;687;82239;2293500;913500;149693;54804;1684;594;907
198000;669;23585;1801500;900500;147995;12500;1896;527;943
6146000;721;111446;1207000;946000;165714;84339;1170;854;913
1768000;756;59985;23500;906000;158997;43393;1427;701;969
170750;670;20524;472500;905000;177207;10558;1842;543;908
1350000;844;47508;1183000;904000;120343;39083;1185;844;971
156500;730;18554;1220000;921000;75964;13789;1127;888;909
77500;703;14866;1941000;917000;70346;8922;1536;651;888
200500;746;21966;452500;914500;11821;13091;1661;602;918
7068750;739;120649;2535500;1024000;84053;85055;1357;737;934
3140250;849;70578;2384000;974500;76062;60852;1130;885;979
279000;538;31121;79500;907500;156318;17743;1747;572;920
161750;583;23817;869500;909000;140964;11859;2264;442;894
1880750;620;65071;996500;908500;116959;50580;1018;982;862
870500;770;38471;1048000;927500;171027;30273;1122;891;955
2707500;734;71805;2422500;953500;12875;50675;1346;743;934
29000;743;8602;1824000;908500;125538;5607;1568;638;847
1981750;750;61741;122500;925500;155095;39970;1413;708;970
771250;766;39118;1796500;939000;35112;27641;1406;711;956
1422000;808;50606;1853500;917000;127776;39138;1304;767;960
130500;794;17923;1941500;923500;30141;11314;1541;649;936
1119000;747;48708;460500;921000;148431;33341;1488;672;956
441250;787;30373;1827000;933500;32905;21000;1175;851;964
531000;709;36090;788500;928000;169624;23194;1407;711;940
4022750;723;83104;901000;986500;31969;72888;1123;890;920
55250;753;11800;2027500;920000;36384;6677;1653;605;946
1265750;639;60836;581000;968500;64699;33090;1593;628;923
892750;723;46057;435000;958000;69007;27019;1561;641;957
150500;648;19906;1450000;915000;115278;13677;1314;761;907
706500;760;40162;1599000;922500;161114;22061;1702;588;963
308000;730;27505;1584500;915500;117031;18443;1402;713;936
340750;710;27785;1781500;915500;120256;18025;1519;658;937
426000;827;30438;2794500;915500;132337;19327;1505;664;966
1645500;758;56340;1726500;953000;31574;41830;1383;723;938
2323500;723;76606;1315000;918000;111038;43711;1690;592;970
1087500;781;46382;2004500;942500;11189;32147;1391;719;960
1404500;740;53509;233000;942500;1071;37775;1394;717;946
1167750;705;52500;1508000;934000;143130;29743;1816;551;938
3365000;756;79350;81000;926500;131424;57026;1223;818;959
464500;676;31536;872500;935500;25346;25167;1167;857;938
80500;808;12298;676000;923000;116565;10030;1145;874;915
1264250;676;52101;2232000;923500;116811;33170;1466;682;927
2634500;798;74518;275000;980500;40101;44666;1562;640;974
757500;805;36831;335000;958500;41698;29000;1188;842;967
872500;765;39217;1924500;936500;160641;32329;1109;901;936
76000;673;14230;1696000;926500;108435;8044;1601;625;877
1653000;804;52825;2084500;935000;162937;42175;1128;887;971
236250;653;23114;2129500;933000;141147;13415;1612;620;916
451750;627;35004;2771500;949000;179182;23720;1413;707;939
337000;625;29720;2828000;927500;102633;17844;1582;632;926
771000;702;42059;1027000;965000;61607;29273;1369;731;955
2870250;851;68884;1403000;949000;166569;58856;1113;899;978
2901250;862;66098;768000;992000;72387;59289;1090;918;978
1223000;729;48572;2057000;974500;69513;36862;1137;880;938
2469250;815;68264;2285000;929000;95042;48272;1350;741;969
222750;708;23324;1703000;930000;149036;12000;1773;564;952
1909000;739;59129;662500;989500;78785;48618;1216;822;916
191250;810;19679;2680000;931500;117216;15000;1169;855;956
600000;638;42738;1885500;957000;28664;22473;1930;518;924
2793750;755;76164;358000;954500;176236;56695;1348;742;974
2269750;784;65795;1086000;934000;114228;44504;1479;676;970
723250;787;39528;1827000;934500;145305;28289;1325;755;967
2252250;729;71332;2709500;949500;153794;49223;1462;684;935
1461500;781;54252;1506500;935000;99549;40732;1240;807;963
72500;697;12590;1598000;941000;6843;7822;1447;691;881
869000;693;41815;1791000;941000;153741;31799;1096;913;955
1973500;764;59222;807000;941500;130549;47371;1143;875;964
65000;639;14116;528500;949000;67068;7600;2128;470;864
538500;773;32062;855500;945000;176424;24796;1206;829;947
1585250;740;57697;1611500;939500;115677;39792;1469;681;947
1413000;687;62201;1648000;937500;126501;34739;1453;688;947
3105750;818;70000;1564500;1002500;53130;61023;1063;941;965
1047250;637;50658;1686000;977500;41399;34465;1396;717;932
2080750;784;62980;436000;959000;163867;47161;1295;772;968
1396500;697;60914;536500;939000;138327;35917;1753;570;963
80500;743;12903;2804500;939000;144462;10000;1019;981;936
74500;510;17755;2690000;939500;147653;8522;2123;471;917
2599000;799;69462;1781500;1010500;83387;53000;1237;808;969
1598750;668;66287;583500;979500;33930;36208;1782;561;948
670250;706;38030;1988000;948000;140870;23164;1649;606;951
881250;830;39386;213000;977000;61157;32275;1146;873;965
425000;705;30104;1471000;964500;41634;21715;1142;876;950
1158750;722;49992;1025500;972500;30669;31094;1405;711;958
912750;745;42808;1893000;970500;22671;33416;1297;771;962
1207000;633;58979;66000;946500;97306;25638;2214;452;956
795750;794;39825;497500;975000;38884;30313;1241;806;968
700250;710;41140;888500;947000;106232;23699;1779;562;949
4677000;836;92445;1191500;947000;105690;70417;1186;843;980
2055000;762;64135;961500;976500;8067;44210;1571;637;958
711000;721;38617;2815000;947500;94456;29283;1287;777;950
1905500;821;55238;1947000;972000;170623;46580;1078;928;970
587250;739;34077;2135500;950500;112426;25346;1320;757;948
860750;730;40771;2018500;958500;156894;32025;1173;853;943
1022500;699;51810;529500;950500;112109;29222;1627;614;951
5483500;873;94637;1357000;952000;114669;79482;1118;895;985
2243250;794;70178;2676500;951000;147216;46497;1556;643;976
618500;777;35556;2771000;950500;154156;23000;1359;736;967
5696500;787;99218;142000;966500;125773;77115;1259;794;964
1007250;701;49186;690500;958500;162854;34118;1479;676;953
258000;811;21639;738500;972000;49686;16977;1153;867;951
3643000;813;85453;1705500;1032000;65084;60932;1375;727;978
1011500;681;54279;2309500;985000;31054;30034;1695;590;971
2388250;718;68007;2431000;1000500;36027;50721;1201;833;967
168000;729;20304;1934000;955500;127999;13723;1354;738;939
4041750;774;85178;305500;987000;176298;69598;1149;870;935
654750;689;42573;2340500;973000;176634;25159;1542;648;944
106750;559;17734;2835000;957000;111501;11279;1828;547;905
2253750;786;63720;1834000;963500;128309;53568;1087;920;943
138750;745;16800;1878500;959500;143471;12000;1161;861;937
1157500;795;43649;231500;988500;9894;36198;1185;844;964
4361750;709;94854;2595000;971500;164718;67050;1276;784;942
1098750;737;45544;858500;1005000;87483;36896;1223;818;955
3209250;762;77862;386500;1010500;10733;58214;1331;751;970
1485250;768;51245;665000;988500;174401;39196;1297;771;961
2124500;788;60208;2058000;975500;147894;50699;1110;901;969
73250;574;16978;1817000;966500;13627;8014;2132;469;859
28250;631;8515;632000;965500;139764;5337;1629;614;813
1495250;757;52697;1520500;1011000;56611;43657;1075;930;966
630750;815;36623;1458000;980000;175301;25933;1336;749;958
195250;532;24870;2403500;974500;149826;15353;1461;684;893
603500;653;38939;2778500;994500;12609;23966;1744;573;945
748250;838;37101;1804500;1000000;52667;28384;1313;762;962
361000;707;30150;2102500;974500;174289;17614;1586;631;937
3885500;802;83045;2554000;1045500;60811;66357;1190;840;970
143500;608;20591;2149500;983000;29055;11610;1829;547;892
1710500;805;57500;1884000;971500;126870;43385;1263;792;971
391250;762;26926;1932000;996000;58671;21635;1080;926;943
2087000;770;61612;2228000;975500;125754;47976;1203;831;954
566500;678;40252;621500;986500;173581;22699;1626;615;942
995500;760;48023;718500;991500;178210;33100;1280;781;959
1051500;783;45349;2002000;981500;145784;30354;1479;676;960
1383500;754;54261;1046500;1012500;16598;35637;1306;765;963
427500;601;35700;1024500;974000;127030;16090;2034;492;924
3275250;777;76528;1298500;1049000;76781;58766;1319;758;945
993250;770;44570;2152500;996000;176785;34295;1214;824;957
1743000;797;55032;2321000;991000;162553;44991;1211;826;968
112250;630;18200;2775000;981000;20925;11500;1678;596;932
647500;719;39601;2819000;986500;155376;24881;1583;632;954
283750;752;24439;2044000;996500;59237;16620;1330;752;935
1687500;813;59481;2373500;985000;163393;36500;1558;642;979
1852250;754;61502;488500;988500;152393;42265;1535;651;955
922500;798;38897;948500;1014000;72031;32278;1049;954;958
1335000;779;49442;1616000;977000;118379;40457;1130;885;957
635500;749;36667;813500;977500;95477;26658;1257;795;952
586500;771;34514;2118500;988000;178340;24835;1377;726;948
182000;751;19849;215500;991500;40914;13000;1377;726;962
246500;604;24870;549500;999500;30174;15080;1569;637;842
1906000;832;57474;1637000;991500;152543;45366;1154;866;976
1042500;779;43226;570500;1016500;41248;33523;1168;856;962
2473750;652;71262;1456500;981500;139268;53591;1375;727;871
2929250;658;83442;2480000;982000;98616;61440;1123;890;860
278250;689;26420;2761500;1005000;60524;14011;1738;575;925
3377000;726;85088;74000;1005500;156448;59427;1322;757;962
2279000;805;65349;246500;1000000;170754;45993;1365;733;972
524500;618;40106;1260500;1007000;35870;23381;1575;635;941
124750;711;17117;1121500;1001000;83290;10780;1570;637;902
912500;772;39131;1123500;1002500;26565;35281;1099;910;957
336000;710;30054;1238500;985000;134326;18063;1350;741;937
706750;759;38578;1427000;989000;137626;28036;1172;853;965
1069750;802;44635;2302000;1030000;80327;33140;1288;777;964
1160750;789;47183;595000;1020000;27108;35572;1229;814;963
1138500;832;45305;824500;991000;132316;33683;1310;763;970
1754500;762;58241;877500;1044000;74055;44705;1187;843;967
2364000;739;74922;895500;988500;125493;46663;1574;635;971
4944500;772;91501;973500;993000;118386;74380;1200;834;956
1237750;758;52559;2793000;997000;145856;35878;1366;732;962
252000;703;26744;2111500;988000;110807;15000;1789;559;935
155250;672;20555;1819000;1000500;4185;14048;1405;712;913
621750;785;33541;1984500;1018500;63435;29060;1071;934;942
891000;761;41340;210500;1022000;32152;29339;1238;808;965
726250;797;34655;2729500;1017000;43831;29080;1061;943;936
580750;732;33634;462000;1013000;41987;23484;1228;814;950
1375000;671;61459;630500;1018000;7009;36829;1553;644;932
1724000;653;67315;2198500;998500;141938;35923;1938;516;895
728250;756;38707;2273500;991500;118551;27000;1364;733;969
2503500;754;71563;751000;1009000;154330;51105;1350;741;931
343750;719;30150;706500;1006500;5711;18769;1625;616;937
586250;752;36555;1958500;1022500;49994;24070;1319;758;952
6262250;780;106019;1070000;1018500;144211;77302;1311;763;975
389500;752;28714;1781500;1017500;35074;20478;1301;769;937
1872750;796;59349;2751000;1019500;170300;45937;1098;911;969
3656750;762;84324;2655000;1047500;27933;62364;1254;798;947
566750;758;32035;1742000;1016000;177316;26048;1297;771;953
1502000;764;55057;2126500;1003500;145733;39376;1442;693;951
385750;610;33560;2168000;1015500;28474;17226;1891;529;930
363250;740;26401;548500;1001000;142696;20140;1211;826;945
169250;664;20248;1835500;1003500;147095;12877;1711;584;898
986250;791;41404;1806000;1001500;132553;32403;1113;898;942
679750;813;37643;1880500;1001000;106991;26138;1387;721;960
1176500;803;48708;2431000;1002500;121569;33369;1295;772;967
886750;689;44727;1147000;1022000;174226;33576;1168;857;950
148750;608;21225;1240500;1004000;136909;10960;2064;484;906
1273500;697;53907;1554500;1008000;130486;34436;1450;690;967
564250;801;33470;2848000;1036500;76171;23194;1376;727;955
1252250;731;49925;712500;1013500;150611;36986;1233;811;921
83000;588;16348;1921000;1020500;66571;8534;2029;493;871
718250;765;37121;2000000;1029500;4635;28363;1309;764;950
172500;638;21593;694500;1011000;132184;12349;1495;669;899
54250;690;12619;1773500;1007000;123690;7444;1625;615;897
460500;741;30232;1260500;1008000;124216;23177;1257;796;946
810250;686;44601;1337500;1011500;142745;24749;1784;560;948
7323500;732;129481;1426500;1008000;117357;79944;1652;605;951
1000750;806;41584;2088000;1020000;161783;34602;1097;912;961
2044500;837;57311;2040500;1053500;35770;49927;1061;943;972
3126250;783;75374;2367500;1083500;84289;58450;1146;873;974
696000;784;37947;301500;1021000;161565;27500;1305;767;967
4088000;801;87145;1520500;1012000;128711;60901;1350;741;966
3378250;785;76880;2849000;1037500;169129;62391;1148;871;950
1718250;597;66212;1240000;1011000;115017;36253;1942;515;916
195500;693;23265;373500;1019500;171347;14353;1504;665;918
950250;610;57142;659500;1059500;55337;26664;2007;498;961
1829000;698;66888;693000;1013000;121551;43600;1381;724;961
625750;677;35903;2304000;1032000;12875;29033;1280;781;892
1052250;720;47077;2384500;1013000;149349;34000;1190;840;970
616000;738;37125;439000;1022000;154470;27000;1206;829;946
442500;723;33515;821500;1013500;91710;20000;1653;605;955
4163750;684;93107;1046000;1013500;114087;65724;1310;763;942
1177500;817;44905;1928500;1056000;71162;36393;1129;885;964
577250;721;36678;473500;1037000;27613;21898;1576;635;950
737500;714;41836;1835500;1032000;24727;28500;1364;733;963
4243750;830;82251;210500;1023000;145151;70342;1131;884;969
672250;800;34253;506500;1021000;146310;28558;1236;809;956
6432750;754;110464;1706500;1033000;153087;78840;1357;737;946
68500;701;13000;538000;1030000;67380;9192;1397;716;877
8367500;776;124326;547500;1022000;129452;86274;1404;712;962
552000;527;42802;2611000;1018000;142595;15512;2836;353;930
89000;738;14160;2728000;1030500;47862;9526;1433;698;906
1586250;752;53115;613500;1030000;146908;42913;1215;823;959
1623000;788;55227;1663000;1028000;137936;40004;1336;749;971
234250;779;21506;1906000;1036000;54462;16708;1273;786;939
341250;741;29000;1979500;1040000;43603;17890;1502;666;939
524500;743;33634;2173000;1032500;174883;23648;1459;685;945
1340750;782;51810;2730500;1068000;67891;34913;1414;707;959
3547000;788;81543;1590000;1050000;170826;61913;1302;768;972
2237000;758;63032;2523000;1083500;88182;45891;1364;733;939
